,rssi,corr,theta,timestamp
1070,"(960.8304443359375, 1186.875732421875, 2267.668212890625, 1285.533203125)","(-0.9426067471504211, -0.941985011100769, 0.936028778553009, 0.9362033009529114)",-31.5,1765211002.4928157
1071,"(943.21044921875, 1199.0281982421875, 2354.656005859375, 1322.822021484375)","(-0.9437105059623718, -0.9434438347816467, 0.9374333620071411, 0.9377784729003906)",-31.5,1765211002.7106647
1072,"(939.7362670898438, 1102.249755859375, 2202.517578125, 1355.084228515625)","(-0.9456574320793152, -0.9453598260879517, 0.9388891458511353, 0.9908258318901062)",-31.5,1765211002.9284737
1073,"(948.3214721679688, 1134.162841796875, 2285.372802734375, 1266.310546875)","(-0.947223961353302, -0.9467424750328064, 0.9405137300491333, 0.9397434592247009)",-31.5,1765211003.1443512
1074,"(1019.534423828125, 1100.467529296875, 2358.770263671875, 1192.8310546875)","(-0.9969704151153564, -0.947253406047821, 0.9415357112884521, 0.9419540762901306)",-31.5,1765211003.3622277
1075,"(959.0260620117188, 1175.895751953125, 2384.02001953125, 1308.2117919921875)","(-0.9490537643432617, -0.9487180709838867, 0.942456841468811, 0.9434269070625305)",-31.5,1765211003.577659
1076,"(994.7703247070312, 1176.1907958984375, 2319.20068359375, 1273.95751953125)","(-0.9509709477424622, -0.9504907131195068, 0.9442029595375061, 0.9442146420478821)",-31.5,1765211003.7959685
1077,"(970.857421875, 1204.3056640625, 2233.139892578125, 1310.946044921875)","(-0.901223361492157, -0.9007187485694885, 0.9456530213356018, 0.9454150795936584)",-31.5,1765211004.0114431
1078,"(944.259765625, 1205.3450927734375, 2373.76806640625, 1317.337646484375)","(-0.9032130837440491, -0.9027566313743591, 0.9460281133651733, 0.9473688006401062)",-31.5,1765211004.2293231
1079,"(897.1513671875, 1111.587646484375, 2186.39306640625, 1310.8876953125)","(-0.9052906632423401, -0.9048328995704651, 0.948174238204956, 0.9922628998756409)",-31.5,1765211004.447786
1080,"(975.888916015625, 1172.239501953125, 2298.504150390625, 1226.686279296875)","(-0.9071333408355713, -0.9066224098205566, 0.9006264805793762, 0.9000734686851501)",-31.5,1765211004.6658704
1081,"(1018.288330078125, 1213.4168701171875, 2390.4599609375, 1296.72607421875)","(-0.9980503916740417, -0.9081308841705322, 0.9021955728530884, 0.9018453359603882)",-31.5,1765211004.881905
1082,"(945.148193359375, 1183.2216796875, 2394.59765625, 1243.5472412109375)","(-0.9105992317199707, -0.9099608659744263, 0.9037137031555176, 0.9040037989616394)",-31.5,1765211005.0962894
1083,"(984.2319946289062, 1167.326416015625, 2323.78271484375, 1235.1072998046875)","(-0.9122717976570129, -0.911845862865448, 0.9057390689849854, 0.9053393006324768)",-31.5,1765211005.3145561
1084,"(934.7971801757812, 1138.7198486328125, 2249.37060546875, 1233.7591552734375)","(-0.9137995839118958, -0.9131163358688354, 0.9074691534042358, 0.9071980118751526)",-31.5,1765211005.5327263
1085,"(936.260498046875, 1187.4384765625, 2380.415771484375, 1318.647705078125)","(-0.9156193137168884, -0.9149042963981628, 0.909095823764801, 0.9093033075332642)",-31.5,1765211005.7478342
1086,"(926.3892211914062, 1139.094970703125, 2292.822265625, 1278.583740234375)","(-0.9175617098808289, -0.9168680310249329, 0.9110690355300903, 0.9935809969902039)",-31.5,1765211005.966384
1087,"(983.010009765625, 1173.847412109375, 2378.66162109375, 1301.65087890625)","(-0.9188203811645508, -0.918149471282959, 0.912676215171814, 0.9123274087905884)",-31.5,1765211006.1815672
1088,"(939.0894775390625, 969.335693359375, 2652.03564453125, 1048.442138671875)","(-0.9222816824913025, -0.9216544032096863, 0.9160413146018982, 0.9158154129981995)",-29.7,1765211006.618051
1089,"(992.6734008789062, 1019.0238037109375, 2820.0419921875, 1028.103759765625)","(-0.9241899847984314, -0.9237098097801208, 0.917624294757843, 0.9175624847412109)",-29.7,1765211006.8330865
1090,"(955.29248046875, 992.9134521484375, 2802.681884765625, 1064.2652587890625)","(-0.926306962966919, -0.9255245327949524, 0.9194294810295105, 0.9187513589859009)",-29.6,1765211007.051368
1091,"(969.5828857421875, 1065.48193359375, 2929.0791015625, 1097.5106201171875)","(-0.9267278909683228, -0.9260455965995789, 0.9212000966072083, 0.9208929538726807)",-29.6,1765211007.266382
1092,"(944.5831909179688, 1002.9326171875, 2872.78369140625, 1076.76513671875)","(-0.9289982914924622, -0.928268313407898, 0.9223676919937134, 0.9945313334465027)",-29.6,1765211007.484803
1093,"(941.8369750976562, 990.3668212890625, 2673.52392578125, 991.085693359375)","(-0.9305217862129211, -0.9299100041389465, 0.9238322377204895, 0.9240322709083557)",-29.6,1765211007.7029157
1094,"(1012.0814208984375, 997.7249145507812, 2928.61669921875, 1031.34765625)","(-0.9998040795326233, -0.9317806363105774, 0.9256167411804199, 0.9252749681472778)",-29.6,1765211007.9179645
1095,"(868.691162109375, 1016.155517578125, 2702.978759765625, 1010.263427734375)","(-0.9330942630767822, -0.9325724244117737, 0.9272943139076233, 0.9271219372749329)",-29.6,1765211008.1361969
1096,"(869.5516357421875, 1004.369384765625, 2663.39794921875, 1148.6055908203125)","(-0.9349158406257629, -0.9345270991325378, 0.9283059239387512, 0.9285768866539001)",-29.6,1765211008.354597
1097,"(977.5479125976562, 907.4639892578125, 2730.32373046875, 1177.8834228515625)","(-0.9367559552192688, -0.936262845993042, 0.9297929406166077, 0.9299836158752441)",-29.6,1765211008.5704277
1098,"(945.0352783203125, 881.1924438476562, 2833.14111328125, 1126.8138427734375)","(-0.9376431107521057, -0.937512993812561, 0.9314324259757996, 0.9313112497329712)",-29.6,1765211008.785153
1099,"(940.5145263671875, 907.11865234375, 2833.78369140625, 1178.447998046875)","(-0.9391137957572937, -0.9389299154281616, 0.9330276846885681, 0.9939632415771484)",-29.6,1765211009.0032759
1100,"(922.8297119140625, 897.4473266601562, 2769.82470703125, 1145.95361328125)","(-0.9406715631484985, -0.9404237866401672, 0.934249758720398, 0.9341451525688171)",-29.6,1765211009.2214773
1101,"(1002.63427734375, 930.5758666992188, 2938.4013671875, 1160.5115966796875)","(-0.9997398257255554, -0.9419593214988708, 0.9358742237091064, 0.9357053637504578)",-29.6,1765211009.4396641
1102,"(955.958740234375, 917.668212890625, 2945.3681640625, 1136.695068359375)","(-0.9433072209358215, -0.9426664113998413, 0.937623918056488, 0.9369768500328064)",-29.6,1765211009.6577623
1103,"(966.2105102539062, 900.667236328125, 2868.0693359375, 1120.7347412109375)","(-0.9446325302124023, -0.9437865018844604, 0.9383172988891602, 0.9387568235397339)",-29.6,1765211009.8713799
1104,"(952.3230590820312, 891.7255859375, 2767.06689453125, 1091.0194091796875)","(-0.9464210867881775, -0.9460225701332092, 0.9396383166313171, 0.9400535225868225)",-29.6,1765211010.088638
1105,"(884.6658325195312, 1008.6074829101562, 2880.80029296875, 1083.716552734375)","(-0.947435736656189, -0.9468197822570801, 0.9411916136741638, 0.941323459148407)",-29.6,1765211010.3063502
1106,"(897.8004760742188, 636.9249267578125, 2987.5947265625, 1089.724365234375)","(-0.9490225315093994, -0.9485364556312561, 0.9425470232963562, 0.9929808378219604)",-29.6,1765211010.5218737
1107,"(944.6842041015625, 869.1475219726562, 2728.206787109375, 1110.160888671875)","(-0.949824869632721, -0.9496130347251892, 0.9437372088432312, 0.9441074728965759)",-29.6,1765211010.740875
1108,"(898.42333984375, 1064.6612548828125, 2749.516845703125, 999.1868286132812)","(-0.9974310994148254, -0.9004161953926086, 0.9446726441383362, 0.9450423717498779)",-29.6,1765211010.95638
1109,"(901.07421875, 1240.403076171875, 2661.413818359375, 962.09912109375)","(-0.9027632474899292, -0.9022029638290405, 0.9466938376426697, 0.9464938044548035)",-29.6,1765211011.173398
1110,"(880.6566772460938, 1252.70068359375, 2728.6767578125, 952.389892578125)","(-0.904320478439331, -0.9037066102027893, 0.9473774433135986, 0.9483700394630432)",-29.6,1765211011.3927307
1111,"(950.4273071289062, 1393.320068359375, 2326.193115234375, 959.99072265625)","(-0.9065670967102051, -0.9058459997177124, 0.9487446546554565, 0.949091374874115)",-29.6,1765211011.6071522
1112,"(779.6264038085938, 1155.830078125, 2656.341796875, 1552.0455322265625)","(-0.9076390266418457, -0.907365083694458, 0.9018015265464783, 0.9014803767204285)",-29.6,1765211011.8249187
1113,"(933.82958984375, 818.4627685546875, 2580.746826171875, 1388.95654296875)","(-0.9099023342132568, -0.9095750451087952, 0.9029585123062134, 0.9918912053108215)",-29.6,1765211012.0404174
1114,"(1016.1893310546875, 757.6473999023438, 2720.39404296875, 1323.7099609375)","(-0.9115211963653564, -0.9108781218528748, 0.9050723910331726, 0.9048141837120056)",-29.6,1765211012.2600455
1115,"(911.6611328125, 757.1126098632812, 2679.805908203125, 1263.167236328125)","(-0.9132397770881653, -0.912549614906311, 0.9066768288612366, 0.9070307612419128)",-29.6,1765211012.4776757
1116,"(975.553466796875, 874.527587890625, 2525.965087890625, 1166.220947265625)","(-0.9151284694671631, -0.9147897958755493, 0.908562421798706, 0.9084770679473877)",-29.6,1765211012.6920455
1117,"(887.1224365234375, 952.9613037109375, 2597.9443359375, 1303.141845703125)","(-0.916516125202179, -0.9159095287322998, 0.9103171229362488, 0.9101144075393677)",-29.6,1765211012.9102602
1118,"(925.052978515625, 913.7421875, 2654.619384765625, 1213.4580078125)","(-0.9184107780456543, -0.9181952476501465, 0.9116091728210449, 0.9121741652488708)",-29.6,1765211013.1257737
1119,"(1141.7119140625, 761.0987548828125, 2607.446533203125, 987.788330078125)","(-0.920072615146637, -0.9192867875099182, 0.9135532379150391, 0.9138322472572327)",-29.6,1765211013.3435128
1120,"(1122.1611328125, 710.2535400390625, 3138.52685546875, 1075.7431640625)","(-0.9231464862823486, -0.9229289293289185, 0.9165595173835754, 0.9172272682189941)",-28.1,1765211013.779017
1121,"(1171.403076171875, 671.3858642578125, 3138.0537109375, 1032.4071044921875)","(-0.9254767894744873, -0.9244871139526367, 0.9186141490936279, 0.9184018969535828)",-28.1,1765211013.9950836
1122,"(1114.646484375, 689.389404296875, 3164.372802734375, 1038.552001953125)","(-0.9263131618499756, -0.9256683588027954, 0.9202191829681396, 0.9201822876930237)",-28.0,1765211014.2151783
1123,"(1046.289306640625, 718.598876953125, 3082.68701171875, 1080.53564453125)","(-0.9281982183456421, -0.9277969002723694, 0.9215628504753113, 0.9219455718994141)",-28.0,1765211014.4297376
1124,"(1162.8101806640625, 673.3714599609375, 3204.742919921875, 1045.8309326171875)","(-0.92979896068573, -0.9293182492256165, 0.9232428669929504, 0.9235912561416626)",-28.0,1765211014.6447792
1125,"(1152.602783203125, 669.558349609375, 3122.7626953125, 994.3958129882812)","(-0.9313104152679443, -0.9306963682174683, 0.9248034954071045, 0.9249961376190186)",-28.0,1765211014.8622894
1126,"(957.8258056640625, 782.8551025390625, 2949.414306640625, 1148.67724609375)","(-0.9326986074447632, -0.9323402643203735, 0.9264719486236572, 0.9262613654136658)",-28.0,1765211015.0803628
1127,"(919.632080078125, 665.50732421875, 3116.432373046875, 1088.8681640625)","(-0.9350292682647705, -0.9339564442634583, 0.9278638362884521, 0.9277724623680115)",-28.0,1765211015.295841
1128,"(1076.63720703125, 597.3907470703125, 3272.72119140625, 944.8348999023438)","(-0.9371902942657471, -0.93606036901474, 0.9298783540725708, 0.9291238188743591)",-28.0,1765211015.513735
1129,"(951.0701293945312, 790.0631103515625, 3204.3486328125, 1214.95556640625)","(-0.9380234479904175, -0.9643879532814026, 0.9315081238746643, 0.9304797053337097)",-28.0,1765211015.7304282
1130,"(986.584228515625, 763.2996826171875, 3242.3828125, 1171.7525634765625)","(-0.9381676316261292, -0.9372931718826294, 0.9327566027641296, 0.9326576590538025)",-28.0,1765211015.9489377
1131,"(1068.061767578125, 782.6329345703125, 3258.40234375, 1178.92724609375)","(-0.9399701356887817, -0.9396510124206543, 0.933510959148407, 0.9343698620796204)",-28.0,1765211016.1658175
1132,"(1011.306396484375, 730.642578125, 3051.417724609375, 1174.189697265625)","(-0.9420626759529114, -0.941271185874939, 0.9348275661468506, 0.935310423374176)",-28.0,1765211016.380751
1133,"(1018.33642578125, 738.6300048828125, 2990.873046875, 1191.63330078125)","(-0.9432834982872009, -0.9428028464317322, 0.936674177646637, 0.9365453720092773)",-28.0,1765211016.5990174
1134,"(981.4051513671875, 756.1339111328125, 3102.9609375, 1180.6781005859375)","(-0.9448671340942383, -0.943926215171814, 0.9133816361427307, 0.9378432035446167)",-28.0,1765211016.8145785
1135,"(997.81640625, 784.68994140625, 2983.49072265625, 1253.4803466796875)","(-0.9462072849273682, -0.9454744458198547, 0.9396644830703735, 0.9393263459205627)",-28.0,1765211017.0322876
1136,"(958.0364990234375, 837.4227294921875, 2880.26904296875, 1319.630615234375)","(-0.9478634595870972, -0.9472408890724182, 0.9410345554351807, 0.9404304027557373)",-28.0,1765211017.2504942
1137,"(1028.083984375, 803.8275146484375, 3032.82666015625, 1293.326416015625)","(-0.9491255283355713, -0.9480704069137573, 0.942656397819519, 0.9415154457092285)",-28.0,1765211017.4660642
1138,"(1082.5087890625, 807.2125244140625, 3085.2021484375, 1324.1063232421875)","(-0.951134979724884, -0.9506628513336182, 0.9440396428108215, 0.9426732063293457)",-28.0,1765211017.6838312
1139,"(1030.867431640625, 785.5466918945312, 3105.114013671875, 1225.2822265625)","(-0.9007571339607239, -0.9003127813339233, 0.9446139335632324, 0.9439986944198608)",-28.0,1765211017.899321
1140,"(1042.76904296875, 772.927978515625, 3131.878173828125, 1263.099609375)","(-0.9021666646003723, -0.9011731743812561, 0.9466341137886047, 0.9452601075172424)",-28.0,1765211018.1188352
1141,"(979.3421630859375, 742.4354248046875, 3290.8369140625, 1213.160888671875)","(-0.9035664200782776, -0.9028127193450928, 0.9781996011734009, 0.9470923542976379)",-28.0,1765211018.335748
1142,"(1022.380126953125, 797.307861328125, 3144.37060546875, 1273.57568359375)","(-0.9056118726730347, -0.9046485424041748, 0.9492587447166443, 0.9483934044837952)",-28.0,1765211018.5512161
1143,"(954.1466064453125, 823.1632080078125, 3219.8720703125, 1299.62548828125)","(-0.9071596264839172, -0.9067049026489258, 0.9007979035377502, 0.901288628578186)",-28.0,1765211018.7690651
1144,"(1003.5370483398438, 771.9744873046875, 3024.505126953125, 1251.88427734375)","(-0.9094347357749939, -0.908916175365448, 0.9026120901107788, 0.9026978611946106)",-28.0,1765211018.9846325
1145,"(1021.0254516601562, 798.497802734375, 3059.509765625, 1274.920654296875)","(-0.911622941493988, -0.9107615947723389, 0.904425859451294, 0.9044075012207031)",-28.0,1765211019.2023966
1146,"(988.8233642578125, 759.4810180664062, 2941.2021484375, 1207.802490234375)","(-0.9131897687911987, -0.9125000238418579, 0.9065470099449158, 0.9058026671409607)",-28.0,1765211019.4206483
1147,"(1054.882568359375, 796.6090698242188, 3144.5087890625, 1277.810791015625)","(-0.9153528809547424, -0.9141279458999634, 0.9082939028739929, 0.9073954820632935)",-28.0,1765211019.6361125
1148,"(998.5479125976562, 772.6503295898438, 3268.7890625, 1297.960693359375)","(-0.9169773459434509, -0.9160174131393433, 0.973469614982605, 0.9090667963027954)",-28.0,1765211019.8543494
1149,"(1023.8953857421875, 826.2002563476562, 3160.4296875, 1287.5814208984375)","(-0.917315661907196, -0.9163514971733093, 0.9119762778282166, 0.911104142665863)",-28.0,1765211020.0706804
1150,"(1022.734130859375, 823.925048828125, 3162.64599609375, 1281.5126953125)","(-0.9191069602966309, -0.9183825254440308, 0.9134394526481628, 0.9130877256393433)",-28.0,1765211020.2878807
1151,"(997.8843383789062, 784.18701171875, 2957.39501953125, 1208.620361328125)","(-0.9216314554214478, -0.9208871126174927, 0.9148001670837402, 0.9147562384605408)",-28.0,1765211020.506463
1152,"(945.1542358398438, 617.095703125, 3475.5478515625, 1003.4288330078125)","(-0.924360990524292, -0.9240642189979553, 0.9177100658416748, 0.9182211756706238)",-26.1,1765211020.941114
1153,"(990.7796020507812, 625.077392578125, 3645.75244140625, 985.11767578125)","(-0.9264110922813416, -0.9261137843132019, 0.9192125797271729, 0.9198519587516785)",-26.1,1765211021.1547892
1154,"(974.6700439453125, 624.605224609375, 3676.3251953125, 973.2543334960938)","(-0.9285240769386292, -0.9273169040679932, 0.9671351313591003, 0.9209709763526917)",-26.1,1765211021.372908
1155,"(998.5107421875, 617.2354736328125, 3551.8974609375, 954.1906127929688)","(-0.9302697777748108, -0.929526150226593, 0.9230954051017761, 0.9224543571472168)",-26.1,1765211021.58802
1156,"(1018.7719116210938, 659.3504028320312, 3700.322509765625, 1018.8209838867188)","(-0.9318912625312805, -0.9313742518424988, 0.9244480133056641, 0.9239010810852051)",-26.1,1765211021.8075478
1157,"(973.632080078125, 637.3364868164062, 3542.7900390625, 975.022216796875)","(-0.9326907396316528, -0.9321768283843994, 0.9262343645095825, 0.9251859784126282)",-26.1,1765211022.0244603
1158,"(1005.69921875, 660.2242431640625, 3663.079345703125, 1026.16357421875)","(-0.9344972968101501, -0.9336008429527283, 0.9278746843338013, 0.927125871181488)",-26.1,1765211022.2395864
1159,"(983.8795776367188, 644.563720703125, 3626.025390625, 1000.8653564453125)","(-0.9352874755859375, -0.9347254633903503, 0.9292250275611877, 0.9286656379699707)",-26.1,1765211022.4580154
1160,"(982.9466552734375, 645.0531005859375, 3536.2236328125, 987.089599609375)","(-0.9367872476577759, -0.9361127018928528, 0.9304962158203125, 0.9306550025939941)",-26.1,1765211022.6732976
1161,"(975.2425537109375, 640.82421875, 3633.158447265625, 975.243896484375)","(-0.9383620619773865, -0.9376147985458374, 0.9602481722831726, 0.9318610429763794)",-26.1,1765211022.8915668
